My Prev,Incoming Shot,Incoming Direction,Opponent Previous,Outgoing Direction,Outgoing Shot,Point Winner,Rally,Serving,Serve,Second Prev,Opponent_2nd,Prev Shot,Surface
3,backhand groundstroke,left,3,left,backhand groundstroke,0,8,No,out wide,3,3,backhand groundstroke,Hard
3,backhand groundstroke,left,3,right,forehand groundstoke,1,5,No,down the t,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,0,21,No,out wide,1,3,forehand slice,Hard
1,out wide,,1,left,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
3,backhand groundstroke,left,2,middle,backhand slice,0,5,No,out wide,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,2,right,backhand slice,0,4,No,down the t,1,1,forehand groundstoke,Hard
1,backhand groundstroke,right,2,middle,forehand slice,0,6,No,body,1,2,forehand groundstoke,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,2,middle,backhand lob,0,7,No,out wide,3,1,backhand slice,Hard
1,down the t,,1,middle,forehand groundstoke,0,3,No,down the t,1,1,forehand groundstoke,Hard
1,out wide,,1,middle,forehand groundstoke,1,3,No,out wide,1,1,forehand groundstoke,Hard
1,out wide,,1,left,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
3,backhand groundstroke,left,3,left,backhand slice,1,7,No,body,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,left,forehand groundstoke,1,5,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,0,4,No,body,1,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,17,No,out wide,1,2,forehand groundstoke,Hard
1,backhand volley,right,5,middle,forehand lob,0,6,No,out wide,3,2,backhand slice,Hard
3,forehand groundstoke,left,2,middle,backhand slice,0,4,No,out wide,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,13,No,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,0,4,No,down the t,1,1,backhand slice,Hard
1,forehand slice,right,1,left,forehand groundstoke,1,7,No,body,1,3,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand slice,1,15,No,down the t,3,2,backhand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,8,No,down the t,1,2,forehand groundstoke,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand slice,1,21,No,out wide,3,3,backhand groundstroke,Hard
2,forehand groundstoke,middle,2,right,forehand groundstoke,0,4,No,down the t,1,1,forehand groundstoke,Hard
1,out wide,,1,left,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
5,backhand slice,middle,3,left,backhand volley,1,13,No,body,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,5,No,down the t,1,1,forehand slice,Hard
3,forehand overhead,left,4,right,backhand lob,0,7,No,down the t,1,2,forehand lob,Hard
1,forehand groundstoke,right,1,middle,forehand slice,0,7,No,down the t,1,2,forehand groundstoke,Hard
2,forehand groundstoke,middle,3,right,forehand groundstoke,1,13,No,body,1,3,forehand lob,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,right,backhand groundstroke,1,7,No,out wide,1,1,forehand groundstoke,Hard
1,out wide,,1,left,backhand groundstroke,1,3,No,out wide,1,1,backhand groundstroke,Hard
3,forehand groundstoke,left,2,left,backhand slice,1,4,No,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,7,No,out wide,3,3,backhand groundstroke,Hard
3,forehand groundstoke,left,2,left,backhand slice,0,12,No,out wide,3,3,backhand slice,Hard
3,backhand groundstroke,left,2,middle,backhand groundstroke,1,5,No,out wide,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,19,No,down the t,1,1,forehand groundstoke,Hard
1,down the t,,1,right,backhand groundstroke,1,3,No,down the t,1,1,backhand groundstroke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,1,5,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand slice,0,10,No,down the t,3,3,backhand slice,Hard
1,forehand groundstoke,right,2,left,forehand groundstoke,0,4,No,down the t,1,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,8,No,down the t,2,3,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,forehand groundstoke,1,5,No,body,1,1,backhand groundstroke,Hard
3,backhand slice,left,3,left,backhand groundstroke,1,5,No,out wide,1,1,backhand groundstroke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,9,No,body,2,1,forehand groundstoke,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,0,6,No,body,3,3,forehand groundstoke,Hard
1,out wide,,1,right,forehand groundstoke,1,3,No,out wide,1,1,forehand groundstoke,Hard
2,backhand groundstroke,middle,2,right,forehand groundstoke,0,6,No,body,1,2,forehand groundstoke,Hard
2,backhand groundstroke,middle,2,right,forehand groundstoke,1,5,No,out wide,1,1,forehand groundstoke,Hard
1,down the t,,1,middle,forehand groundstoke,0,3,No,down the t,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,5,No,down the t,1,1,backhand slice,Hard
1,out wide,,1,middle,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
3,forehand groundstoke,left,2,middle,backhand slice,0,5,No,out wide,1,1,forehand groundstoke,Hard
1,down the t,,1,left,backhand slice,0,3,No,down the t,1,1,backhand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,5,No,down the t,1,1,forehand groundstoke,Hard
1,body,,1,right,backhand groundstroke,1,3,No,body,1,1,backhand groundstroke,Hard
1,out wide,,1,left,backhand groundstroke,0,3,No,out wide,1,1,backhand groundstroke,Hard
1,body,,1,right,backhand groundstroke,1,3,No,body,1,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,8,No,body,1,1,forehand groundstoke,Hard
3,backhand slice,left,3,right,forehand groundstoke,1,14,No,down the t,3,3,backhand groundstroke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,0,6,No,down the t,3,3,backhand groundstroke,Hard
1,forehand slice,right,1,right,forehand dropshot,0,12,No,body,1,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,0,4,No,down the t,1,1,backhand groundstroke,Hard
1,forehand groundstoke,right,3,left,backhand slice,0,5,No,out wide,1,1,backhand slice,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,0,4,No,body,1,1,backhand groundstroke,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,0,4,No,down the t,1,1,backhand groundstroke,Hard
3,backhand groundstroke,left,3,right,backhand slice,0,14,No,out wide,3,3,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,17,No,body,1,3,forehand groundstoke,Hard
1,out wide,,1,middle,forehand groundstoke,0,3,No,out wide,1,1,forehand groundstoke,Hard
1,out wide,,1,left,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
1,out wide,,1,right,forehand slice,1,3,No,out wide,1,1,forehand slice,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,16,No,body,3,3,backhand groundstroke,Hard
3,forehand overhead,left,4,left,backhand lob,0,7,No,out wide,1,2,forehand lob,Hard
3,forehand overhead,left,6,right,backhand groundstroke,0,8,No,out wide,3,2,backhand lob,Hard
1,out wide,,1,right,forehand slice,1,3,No,out wide,1,1,forehand slice,Hard
3,forehand groundstoke,left,2,left,backhand lob,0,5,No,down the t,1,1,backhand slice,Hard
3,backhand groundstroke,left,3,middle,backhand slice,0,9,No,down the t,3,3,backhand groundstroke,Hard
1,forehand groundstoke,right,3,right,forehand slice,0,4,No,out wide,1,1,forehand slice,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,5,No,down the t,1,1,backhand groundstroke,Hard
1,forehand overhead,right,5,right,backhand lob,0,8,No,down the t,3,1,backhand lob,Hard
1,body,,1,middle,backhand groundstroke,1,3,No,body,1,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,3,left,forehand groundstoke,1,13,No,down the t,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,3,left,backhand slice,0,18,No,body,3,2,backhand slice,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,4,No,down the t,1,1,forehand groundstoke,Hard
2,forehand volley,middle,5,right,forehand groundstoke,1,4,No,out wide,1,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,3,middle,backhand groundstroke,1,7,No,out wide,3,2,backhand groundstroke,Hard
3,backhand groundstroke,left,3,right,backhand slice,0,8,No,body,3,3,backhand groundstroke,Hard
2,forehand slice,middle,1,right,forehand groundstoke,1,10,No,out wide,3,3,forehand groundstoke,Hard
1,out wide,,1,left,backhand groundstroke,1,3,No,out wide,1,1,backhand groundstroke,Hard
1,down the t,,1,middle,backhand slice,1,3,No,down the t,1,1,backhand slice,Hard
1,down the t,,1,left,backhand slice,1,3,No,down the t,1,1,backhand slice,Hard
2,backhand groundstroke,middle,2,right,backhand groundstroke,1,13,No,out wide,3,3,backhand slice,Hard
2,forehand slice,middle,2,left,forehand dropshot,1,5,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand dropshot,1,5,No,down the t,1,1,backhand slice,Hard
1,forehand groundstoke,right,3,middle,forehand groundstoke,0,4,No,out wide,1,1,backhand slice,Hard
1,down the t,,1,middle,forehand slice,1,3,No,down the t,1,1,forehand slice,Hard
1,down the t,,1,left,backhand slice,1,3,No,down the t,1,1,backhand slice,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,4,No,out wide,1,1,backhand groundstroke,Hard
3,backhand volley,left,6,right,backhand slice,0,10,No,down the t,3,1,backhand groundstroke,Hard
5,backhand groundstroke,middle,3,left,backhand volley,1,11,No,down the t,2,2,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,right,backhand groundstroke,1,6,No,body,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,3,right,forehand groundstoke,0,6,No,out wide,3,2,backhand slice,Hard
1,out wide,,1,middle,forehand groundstoke,0,3,No,out wide,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,2,middle,backhand groundstroke,1,5,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand slice,0,5,No,out wide,1,1,backhand groundstroke,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,0,5,No,out wide,1,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,6,No,out wide,3,3,backhand slice,Hard
1,backhand dropshot,right,3,right,forehand groundstoke,0,11,No,out wide,3,1,backhand slice,Hard
3,forehand groundstoke,left,3,right,backhand groundstroke,1,5,No,out wide,1,1,backhand slice,Hard
3,forehand volley,left,4,left,backhand groundstroke,1,4,No,out wide,1,1,forehand slice,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,1,4,No,down the t,1,1,backhand groundstroke,Hard
1,backhand slice,right,3,right,forehand groundstoke,1,15,No,down the t,3,3,backhand slice,Hard
1,forehand groundstoke,right,3,right,forehand groundstoke,0,5,No,out wide,1,1,backhand slice,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,middle,backhand groundstroke,1,4,No,down the t,1,1,backhand groundstroke,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,0,5,No,out wide,1,1,backhand groundstroke,Hard
2,forehand groundstoke,middle,2,right,forehand groundstoke,1,4,No,down the t,1,1,forehand groundstoke,Hard
5,forehand slice,middle,1,left,forehand volley,1,12,No,out wide,3,3,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,10,No,body,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,middle,forehand slice,0,7,No,out wide,1,1,forehand groundstoke,Hard
2,forehand slice,middle,1,left,forehand groundstoke,1,17,No,down the t,1,3,forehand groundstoke,Hard
3,forehand groundstoke,left,1,left,backhand lob,0,8,No,down the t,1,3,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,6,No,down the t,1,2,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,4,No,out wide,1,1,backhand slice,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,1,17,No,down the t,2,2,backhand groundstroke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,0,4,No,down the t,1,1,backhand slice,Hard
3,backhand volley,left,5,right,backhand slice,0,5,No,out wide,1,1,forehand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,4,No,out wide,1,1,backhand groundstroke,Hard
1,out wide,,1,left,forehand groundstoke,0,3,No,out wide,1,1,forehand groundstoke,Hard
3,backhand slice,left,3,middle,backhand slice,0,14,No,body,3,1,backhand groundstroke,Hard
6,backhand slice,left,3,right,forehand swing volley,0,8,No,down the t,3,1,backhand groundstroke,Hard
3,forehand groundstoke,left,2,middle,backhand groundstroke,0,13,No,down the t,1,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,19,No,down the t,1,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,15,No,body,2,2,forehand groundstoke,Hard
3,forehand groundstoke,left,2,left,backhand slice,0,15,No,down the t,2,3,backhand groundstroke,Hard
1,out wide,,1,right,forehand groundstoke,1,3,No,out wide,1,1,forehand groundstoke,Hard
1,out wide,,1,middle,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
3,backhand groundstroke,left,2,left,backhand groundstroke,0,7,No,down the t,2,2,forehand groundstoke,Hard
1,forehand groundstoke,right,2,right,forehand lob,1,4,No,out wide,1,1,backhand slice,Hard
1,down the t,,1,middle,backhand groundstroke,1,3,No,down the t,1,1,backhand groundstroke,Hard
3,backhand slice,left,2,left,backhand lob,1,6,No,out wide,3,3,backhand slice,Hard
5,backhand slice,middle,3,right,forehand swing volley,0,4,No,body,1,1,backhand groundstroke,Hard
1,out wide,,1,middle,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
3,forehand groundstoke,left,2,left,backhand groundstroke,0,6,No,out wide,2,1,backhand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,8,No,down the t,3,1,backhand slice,Hard
3,backhand groundstroke,left,3,left,backhand slice,0,5,No,down the t,1,1,backhand groundstroke,Hard
3,forehand groundstoke,left,2,middle,backhand slice,1,7,No,out wide,1,1,forehand groundstoke,Hard
1,down the t,,1,left,forehand slice,0,3,No,down the t,1,1,forehand slice,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,1,4,No,down the t,1,1,backhand groundstroke,Hard
3,forehand groundstoke,left,3,left,backhand slice,1,7,No,body,3,3,backhand slice,Hard
1,out wide,,1,middle,backhand slice,0,3,No,out wide,1,1,backhand slice,Hard
5,tick shot,middle,3,right,backhand volley,1,10,No,down the t,1,2,backhand lob,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,0,4,No,out wide,1,1,forehand slice,Hard
1,out wide,,1,left,backhand groundstroke,0,3,No,out wide,1,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,3,right,forehand groundstoke,1,6,No,out wide,3,3,backhand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,14,No,out wide,1,3,forehand slice,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,11,No,out wide,2,2,backhand slice,Hard
1,forehand volley,right,4,right,forehand groundstoke,1,4,No,out wide,1,1,forehand slice,Hard
2,backhand slice,middle,3,right,forehand groundstoke,1,13,No,out wide,2,1,backhand groundstroke,Hard
1,out wide,,1,middle,forehand groundstoke,0,3,No,out wide,1,1,forehand groundstoke,Hard
1,backhand groundstroke,right,3,middle,forehand groundstoke,0,9,No,down the t,2,3,forehand groundstoke,Hard
1,backhand volley,right,6,right,forehand slice,0,8,No,out wide,3,1,backhand slice,Hard
2,forehand volley,middle,5,right,backhand groundstroke,0,4,No,out wide,1,1,forehand groundstoke,Hard
1,down the t,,1,middle,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
1,backhand volley,right,5,left,forehand groundstoke,1,7,No,out wide,3,2,backhand groundstroke,Hard
2,backhand groundstroke,middle,3,right,forehand groundstoke,0,14,No,body,3,3,backhand groundstroke,Hard
3,backhand slice,left,3,right,forehand groundstoke,0,12,No,down the t,1,3,forehand groundstoke,Hard
3,forehand groundstoke,left,2,right,backhand slice,1,7,No,body,2,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,middle,backhand lob,0,9,No,out wide,1,3,forehand groundstoke,Hard
1,forehand groundstoke,right,2,left,forehand groundstoke,0,8,No,out wide,2,3,forehand groundstoke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,1,11,No,down the t,2,3,forehand groundstoke,Hard
3,forehand groundstoke,left,2,left,backhand groundstroke,1,4,No,body,1,1,backhand groundstroke,Hard
1,forehand groundstoke,right,2,left,forehand groundstoke,0,8,No,body,2,6,forehand slice,Hard
1,down the t,,1,left,forehand groundstoke,1,3,No,down the t,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,1,7,No,out wide,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,6,No,body,2,2,forehand groundstoke,Hard
3,backhand slice,left,2,right,backhand groundstroke,0,14,No,out wide,3,1,backhand groundstroke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,0,7,No,out wide,3,2,backhand groundstroke,Hard
2,backhand slice,middle,3,left,backhand groundstroke,1,5,No,out wide,1,1,backhand groundstroke,Hard
2,forehand groundstoke,middle,2,middle,backhand groundstroke,0,6,No,body,2,2,backhand groundstroke,Hard
5,forehand slice,middle,1,left,forehand swing volley,1,8,No,body,2,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,7,No,out wide,1,2,forehand slice,Hard
2,backhand groundstroke,middle,2,right,forehand groundstoke,0,6,No,down the t,3,2,backhand groundstroke,Hard
